OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0085027,30-11-2021,CUST021231,Priya Sharma,P00017,Electric Kettle,Toys & Games,NexPro,3,393.27,0,0,5.11,1184.92,Cash on Delivery,Returned,Jacksonville,FL,Canada,SELL00736
ORD0085085,19-09-2021,CUST007175,Vivaan Sharma,P00048,Wireless Charger,Books,HomeEase,5,456.04,0.15,232.58,2.45,2173.2,UPI,Returned,San Antonio,TX,United States,SELL01814
ORD0085117,21-11-2023,CUST013092,Rohit Patel,P00001,Wireless Earbuds,Sports & Outdoors,UrbanStyle,1,18.82,0,1.51,4.87,25.2,Debit Card,Returned,Phoenix,AZ,United States,SELL00634
ORD0085150,26-01-2020,CUST025026,Priya Sharma,P00020,Office Chair,Clothing,Zenith,5,588.72,0.25,110.39,14.45,2332.54,UPI,Returned,Charlotte,NC,United States,SELL00146
ORD0085157,29-02-2024,CUST036595,Ritika Reddy,P00033,Puzzle 1000pc,Sports & Outdoors,BrightLux,1,591.39,0.15,25.13,1.47,529.28,Debit Card,Returned,Chicago,IL,United States,SELL00898
ORD0085347,27-04-2021,CUST033485,Priya Joshi,P00023,Cookware Set,Home & Kitchen,KiddoFun,2,165.78,0.25,19.89,7.71,276.27,Amazon Pay,Returned,Philadelphia,PA,United States,SELL01821
ORD0085362,15-12-2021,CUST002633,Sneha Mehta,P00007,Mechanical Keyboard,Books,NexPro,2,482.14,0,115.71,13.59,1093.58,Net Banking,Returned,Charlotte,NC,United States,SELL00035
ORD0085369,05-11-2020,CUST031406,Vikas Joshi,P00017,Electric Kettle,Sports & Outdoors,BrightLux,1,175.45,0.3,14.74,14.94,152.49,Debit Card,Returned,Austin,TX,United States,SELL01852
ORD0085371,01-05-2022,CUST045520,Simran Kapoor,P00007,Mechanical Keyboard,Clothing,Zenith,2,420.01,0.05,63.84,14.31,876.17,Net Banking,Returned,San Francisco,CA,United States,SELL00569
ORD0085386,13-09-2022,CUST048263,Aarav Joshi,P00014,Drone Mini,Sports & Outdoors,NexPro,3,40.7,0,21.98,9.99,154.07,Net Banking,Returned,New York,NY,United Kingdom,SELL01950
ORD0085421,19-05-2024,CUST048434,Karan Gupta,P00033,Puzzle 1000pc,Sports & Outdoors,KiddoFun,1,147.6,0,11.81,2.13,161.54,Amazon Pay,Returned,San Diego,CA,India,SELL00085
ORD0085440,27-12-2021,CUST031731,Sneha Joshi,P00002,Bluetooth Speaker,Home & Kitchen,ReadMore,3,328.01,0,78.72,1.86,1064.61,Credit Card,Returned,Seattle,WA,United States,SELL01039
ORD0085478,17-03-2024,CUST010132,Priya Gupta,P00022,Water Bottle,Clothing,KiddoFun,5,460.19,0.2,147.26,10.7,1998.72,UPI,Returned,Houston,TX,United States,SELL01311
ORD0085494,21-10-2022,CUST004167,Karan Singh,P00050,Novel Bestseller,Sports & Outdoors,Apex,2,556.99,0.1,80.21,13.6,1096.39,Amazon Pay,Returned,Chicago,IL,United States,SELL00101
ORD0085537,14-07-2021,CUST023098,Kabir Sharma,P00009,Portable SSD 1TB,Electronics,NexPro,1,102.09,0.1,11.03,12.97,115.88,Credit Card,Returned,San Diego,CA,United States,SELL00398
ORD0085599,02-03-2021,CUST022578,Aman Singh,P00023,Cookware Set,Toys & Games,CoreTech,5,369.25,0,92.31,12.61,1951.17,Debit Card,Returned,Charlotte,NC,United States,SELL01840
ORD0085618,30-07-2024,CUST008071,Arjun Kapoor,P00001,Wireless Earbuds,Clothing,CoreTech,2,135.79,0.15,11.54,2.02,244.4,UPI,Returned,Dallas,TX,United States,SELL01254
ORD0085668,20-11-2023,CUST048764,Arjun Joshi,P00013,Action Camera,Toys & Games,Zenith,2,526.33,0.1,0,12.05,959.44,Debit Card,Returned,Los Angeles,CA,India,SELL00983
ORD0085719,25-09-2024,CUST046728,Pooja Sharma,P00021,Backpack,Books,KiddoFun,4,238.4,0.1,42.91,3.02,904.17,UPI,Returned,Philadelphia,PA,United States,SELL01809
ORD0085726,02-04-2023,CUST010594,Neha Gupta,P00049,Children's Book,Toys & Games,KiddoFun,4,570.26,0,410.59,9.23,2700.86,Net Banking,Returned,Philadelphia,PA,United States,SELL01303
ORD0085749,01-02-2021,CUST033423,Priya Singh,P00049,Children's Book,Clothing,HomeEase,2,184.69,0,18.47,11.4,399.25,Credit Card,Returned,Dallas,TX,United States,SELL01262
ORD0085769,11-01-2022,CUST046614,Sneha Gupta,P00030,Dress Shirt,Books,ReadMore,4,399.57,0.15,67.93,9.22,1435.69,Net Banking,Returned,Los Angeles,CA,Australia,SELL01858
ORD0085777,15-05-2021,CUST006882,Arjun Verma,P00027,Winter Jacket,Books,CoreTech,1,19.86,0,0.99,6.57,27.42,Credit Card,Returned,Washington,DC,United States,SELL01265
ORD0085793,06-12-2020,CUST013778,Arjun Patel,P00041,Webcam Full HD,Electronics,HomeEase,3,216.37,0,51.93,5.02,706.06,Credit Card,Returned,San Jose,CA,United States,SELL00087
ORD0085874,20-09-2024,CUST030652,Vivaan Reddy,P00047,Memory Card 128GB,Books,HomeEase,5,359.44,0.15,122.21,7.72,1657.55,Credit Card,Returned,San Diego,CA,United States,SELL01120
ORD0085925,19-07-2022,CUST022382,Aman Reddy,P00020,Office Chair,Books,NexPro,2,432.74,0.05,65.78,13.35,901.34,Credit Card,Returned,San Diego,CA,India,SELL01916
ORD0085983,21-08-2020,CUST034457,Priya Joshi,P00014,Drone Mini,Sports & Outdoors,KiddoFun,4,498.32,0.1,89.7,7.72,1891.37,Credit Card,Returned,Phoenix,AZ,India,SELL00407
ORD0086108,09-06-2021,CUST012562,Vivaan Kapoor,P00021,Backpack,Clothing,CoreTech,4,477.44,0.1,137.5,5.17,1861.45,Debit Card,Returned,San Jose,CA,United States,SELL00125
ORD0086136,27-03-2020,CUST011558,Aarav Verma,P00001,Wireless Earbuds,Clothing,HomeEase,4,536.2,0.05,244.51,0.46,2282.53,Credit Card,Returned,San Francisco,CA,Canada,SELL00629
ORD0086149,25-11-2024,CUST024838,Aarav Kumar,P00012,Noise Cancelling Headphones,Toys & Games,Zenith,4,352.87,0.05,107.27,5.06,1453.24,UPI,Returned,San Diego,CA,United States,SELL00174
ORD0086172,08-03-2024,CUST022126,Anjali Gupta,P00030,Dress Shirt,Sports & Outdoors,KiddoFun,3,380.43,0.05,86.74,12.42,1183.39,Credit Card,Returned,San Francisco,CA,United States,SELL00522
ORD0086205,29-06-2022,CUST038727,Priya Gupta,P00014,Drone Mini,Toys & Games,KiddoFun,3,125.45,0,30.11,4.5,410.96,Net Banking,Returned,New York,NY,Canada,SELL01406
ORD0086228,13-05-2024,CUST031518,Sunita Joshi,P00023,Cookware Set,Clothing,Zenith,5,328.78,0.15,111.79,4.96,1514.06,Amazon Pay,Returned,Dallas,TX,United States,SELL00302
ORD0086231,04-10-2021,CUST046286,Kabir Kumar,P00024,Yoga Mat,Sports & Outdoors,Apex,3,307.58,0.05,43.83,7.19,927.62,Credit Card,Returned,Phoenix,AZ,United States,SELL00749
ORD0086314,21-06-2024,CUST002851,Aditya Verma,P00031,Kids Toy Car,Sports & Outdoors,Zenith,2,384.22,0.1,34.58,12.22,738.4,Amazon Pay,Returned,San Francisco,CA,United States,SELL00806
ORD0086326,11-11-2022,CUST027392,Vivaan Singh,P00038,External HDD 2TB,Books,CoreTech,5,257.62,0.1,208.67,7.42,1375.38,Debit Card,Returned,New York,NY,United States,SELL00050
ORD0086339,15-11-2024,CUST040564,Ritika Reddy,P00006,Gaming Mouse,Books,Zenith,2,386.62,0.05,132.22,10.86,877.66,Credit Card,Returned,San Francisco,CA,United States,SELL01741
ORD0086362,19-10-2022,CUST030234,Vikas Gupta,P00033,Puzzle 1000pc,Sports & Outdoors,NexPro,1,364.45,0,0,8.63,373.08,Debit Card,Returned,San Diego,CA,United States,SELL01860
ORD0086382,09-05-2024,CUST026968,Aarav Verma,P00032,Board Game,Toys & Games,Apex,4,542.53,0,108.51,5.93,2284.56,Amazon Pay,Returned,Los Angeles,CA,United States,SELL01833
ORD0086394,01-07-2020,CUST014132,Priya Mehta,P00040,Microphone,Electronics,FitLife,3,196.24,0,105.97,6.19,700.88,Credit Card,Returned,San Francisco,CA,India,SELL01317
ORD0086396,05-11-2021,CUST022311,Ritika Singh,P00017,Electric Kettle,Clothing,Zenith,4,585.39,0.25,0,5.14,1761.31,Debit Card,Returned,San Diego,CA,United States,SELL01019
ORD0086399,26-05-2024,CUST035289,Simran Gupta,P00011,Fitness Band,Toys & Games,KiddoFun,5,81.41,0.15,17.3,8.96,372.25,Cash on Delivery,Returned,San Diego,CA,United States,SELL00895
ORD0086405,06-08-2023,CUST023613,Sahil Singh,P00016,Air Fryer,Books,Apex,4,371,0.2,94.98,1.04,1283.22,Net Banking,Returned,Washington,DC,Canada,SELL01857
ORD0086422,11-02-2023,CUST041634,Anjali Joshi,P00026,Sunglasses,Clothing,NexPro,1,271.16,0.05,30.91,13.66,302.17,Credit Card,Returned,Jacksonville,FL,India,SELL01695
ORD0086448,08-04-2020,CUST023005,Vihaan Gupta,P00029,T-Shirt,Books,UrbanStyle,1,220.25,0.25,29.73,5.91,200.83,Amazon Pay,Returned,Washington,DC,United States,SELL01582
ORD0086473,19-11-2024,CUST034430,Pooja Singh,P00002,Bluetooth Speaker,Toys & Games,HomeEase,2,597.42,0.2,76.47,12.33,1044.67,Credit Card,Returned,Jacksonville,FL,Australia,SELL00515
ORD0086607,16-11-2022,CUST026122,Vikas Mehta,P00012,Noise Cancelling Headphones,Books,NexPro,5,527.95,0.15,112.19,7.8,2363.78,Debit Card,Returned,Washington,DC,India,SELL01299
ORD0086616,02-08-2023,CUST031708,Aditya Singh,P00030,Dress Shirt,Electronics,Apex,4,176.38,0,35.28,6.11,746.91,Credit Card,Returned,San Diego,CA,United States,SELL00593
ORD0086636,20-04-2021,CUST048304,Kabir Mehta,P00050,Novel Bestseller,Electronics,HomeEase,5,94.84,0.05,54.06,4.33,508.88,Amazon Pay,Returned,San Diego,CA,India,SELL00203
ORD0086720,23-08-2022,CUST042327,Vivaan Kapoor,P00040,Microphone,Books,NexPro,2,559.83,0.05,127.64,8.06,1199.38,Credit Card,Returned,San Antonio,TX,United States,SELL01263
ORD0086783,30-06-2023,CUST012756,Neha Singh,P00009,Portable SSD 1TB,Toys & Games,Zenith,4,244.83,0.15,41.62,2.88,876.92,Credit Card,Returned,Austin,TX,United States,SELL00206
ORD0086828,19-11-2020,CUST032655,Aarav Kapoor,P00021,Backpack,Clothing,FitLife,2,334.39,0.2,0,2.59,537.61,Amazon Pay,Returned,San Antonio,TX,United States,SELL00671
ORD0086840,21-01-2021,CUST038013,Simran Patel,P00020,Office Chair,Books,HomeEase,1,425.63,0.1,45.97,10.86,439.9,Credit Card,Returned,Fort Worth,TX,United States,SELL01505
ORD0086910,01-01-2022,CUST033442,Kabir Kapoor,P00008,4K Monitor,Clothing,CoreTech,3,401.55,0.2,115.65,12.59,1091.96,Debit Card,Returned,New York,NY,United Kingdom,SELL00421
ORD0086955,07-09-2023,CUST034884,Aarav Kumar,P00017,Electric Kettle,Electronics,HomeEase,4,247.21,0.05,75.15,1.12,1015.67,UPI,Returned,Fort Worth,TX,United States,SELL00231
ORD0086956,06-03-2022,CUST005876,Aarav Patel,P00022,Water Bottle,Home & Kitchen,KiddoFun,1,538.5,0.05,25.58,0.07,537.22,UPI,Returned,Indianapolis,IN,India,SELL01288
ORD0086994,29-05-2021,CUST035804,Sahil Reddy,P00003,Smartphone Case,Sports & Outdoors,FitLife,4,397.05,0,190.58,3.82,1782.6,Credit Card,Returned,Chicago,IL,United States,SELL01490
ORD0087000,07-02-2022,CUST016195,Karan Kumar,P00021,Backpack,Home & Kitchen,KiddoFun,2,84.54,0.15,17.25,9.32,170.29,UPI,Returned,Phoenix,AZ,Canada,SELL00354
ORD0087026,24-11-2023,CUST032644,Ritika Singh,P00024,Yoga Mat,Books,BrightLux,1,294.4,0.05,33.56,12.82,326.06,Credit Card,Returned,Philadelphia,PA,India,SELL00045
ORD0087029,04-05-2020,CUST006433,Neha Singh,P00035,Desk Plant,Toys & Games,CoreTech,1,16.64,0.05,0.79,5.35,21.95,UPI,Returned,Phoenix,AZ,United States,SELL01459
ORD0087063,28-04-2022,CUST022946,Vihaan Kapoor,P00037,Router,Sports & Outdoors,KiddoFun,5,446.03,0,111.51,13.78,2355.44,UPI,Returned,San Francisco,CA,United States,SELL00339
ORD0087065,04-02-2022,CUST022217,Karan Kumar,P00047,Memory Card 128GB,Home & Kitchen,HomeEase,1,337.49,0.25,12.66,14.7,280.48,Credit Card,Returned,Dallas,TX,Australia,SELL01815
ORD0087067,20-05-2023,CUST017265,Vivaan Singh,P00027,Winter Jacket,Books,CoreTech,1,123.09,0,14.77,13.02,150.88,Credit Card,Returned,Denver,CO,United States,SELL00209
ORD0087116,04-06-2024,CUST043480,Sneha Reddy,P00016,Air Fryer,Home & Kitchen,FitLife,4,71.22,0.2,27.35,0.24,255.49,Amazon Pay,Returned,Los Angeles,CA,United States,SELL00253
ORD0087137,16-11-2023,CUST023787,Neha Gupta,P00050,Novel Bestseller,Electronics,FitLife,3,297.39,0.25,53.53,13.53,736.19,Cash on Delivery,Returned,Chicago,IL,United States,SELL00464
ORD0087141,15-10-2022,CUST040977,Simran Joshi,P00017,Electric Kettle,Toys & Games,BrightLux,2,9.53,0,1.52,4.3,24.88,Credit Card,Returned,Charlotte,NC,United States,SELL00183
ORD0087146,31-12-2023,CUST038532,Karan Gupta,P00025,Running Shoes,Electronics,CoreTech,3,252.09,0,37.81,9.35,803.43,Net Banking,Returned,New York,NY,United States,SELL01302
ORD0087175,03-08-2023,CUST023595,Aarav Kapoor,P00027,Winter Jacket,Books,HomeEase,3,321.05,0,48.16,10.13,1021.44,Net Banking,Returned,Chicago,IL,United States,SELL01328
ORD0087181,13-09-2020,CUST016113,Vivaan Singh,P00013,Action Camera,Clothing,Zenith,3,557.69,0.1,120.46,0.33,1626.55,UPI,Returned,Phoenix,AZ,United States,SELL01499
ORD0087202,09-03-2023,CUST019794,Sahil Joshi,P00029,T-Shirt,Home & Kitchen,CoreTech,1,86.92,0.05,0,10.77,93.34,Credit Card,Returned,San Diego,CA,United States,SELL00286
ORD0087214,07-11-2022,CUST040925,Mohit Singh,P00026,Sunglasses,Sports & Outdoors,HomeEase,4,170.53,0.15,0,5.18,584.98,Credit Card,Returned,Dallas,TX,United States,SELL00473
ORD0087272,22-01-2024,CUST012723,Priya Joshi,P00033,Puzzle 1000pc,Sports & Outdoors,Zenith,1,8.21,0.15,0.56,1.29,8.83,Amazon Pay,Returned,San Francisco,CA,India,SELL01289
ORD0087340,03-12-2023,CUST024962,Neha Singh,P00006,Gaming Mouse,Sports & Outdoors,UrbanStyle,3,389.83,0.1,0,11.18,1063.72,Amazon Pay,Returned,San Francisco,CA,Canada,SELL00300
ORD0087448,02-12-2023,CUST035171,Aditya Mehta,P00004,USB-C Charger,Electronics,Apex,2,473.37,0,47.34,5.23,999.31,Credit Card,Returned,San Francisco,CA,United States,SELL01198
ORD0087459,11-08-2024,CUST034594,Aarav Reddy,P00027,Winter Jacket,Books,HomeEase,4,453.72,0.2,116.15,13.03,1581.08,Debit Card,Returned,Indianapolis,IN,United States,SELL00064
ORD0087460,07-09-2021,CUST042537,Ritika Verma,P00033,Puzzle 1000pc,Electronics,UrbanStyle,1,132.28,0.2,8.47,1.86,116.15,Amazon Pay,Returned,Austin,TX,United States,SELL00067
ORD0087462,12-10-2021,CUST000923,Karan Singh,P00024,Yoga Mat,Electronics,KiddoFun,5,587.43,0.05,223.22,14.96,3028.47,Debit Card,Returned,Los Angeles,CA,United States,SELL00457
ORD0087484,20-09-2023,CUST034688,Sneha Joshi,P00020,Office Chair,Home & Kitchen,HomeEase,1,560.81,0,28.04,1.2,590.05,UPI,Returned,Charlotte,NC,India,SELL01725
ORD0087510,16-06-2023,CUST034967,Aarav Patel,P00012,Noise Cancelling Headphones,Home & Kitchen,KiddoFun,4,594.15,0,190.13,1.24,2567.97,Net Banking,Returned,Denver,CO,United Kingdom,SELL01989
ORD0087529,18-04-2024,CUST004105,Mohit Kumar,P00029,T-Shirt,Toys & Games,HomeEase,3,107.4,0.2,12.89,14.5,285.15,Net Banking,Returned,Jacksonville,FL,United States,SELL00563
ORD0087690,05-04-2024,CUST007994,Vikas Sharma,P00024,Yoga Mat,Toys & Games,Zenith,4,533.44,0.1,96.02,8.27,2024.67,Credit Card,Returned,Seattle,WA,Canada,SELL00943
ORD0087772,30-11-2022,CUST049065,Pooja Kapoor,P00038,External HDD 2TB,Sports & Outdoors,Apex,2,317.14,0.05,48.21,11.81,662.59,Credit Card,Returned,Fort Worth,TX,United States,SELL00496
ORD0087783,25-07-2023,CUST038499,Pooja Gupta,P00008,4K Monitor,Electronics,Zenith,1,123.7,0,22.27,10.63,156.6,Debit Card,Returned,Washington,DC,United States,SELL00961
ORD0087810,16-11-2020,CUST021336,Ritika Sharma,P00010,Smartwatch,Books,BrightLux,5,571.77,0.15,121.5,11.85,2563.37,Credit Card,Returned,San Francisco,CA,United States,SELL00280
ORD0087875,19-03-2022,CUST025536,Neha Patel,P00010,Smartwatch,Clothing,Zenith,2,182.9,0,18.29,6.25,390.34,Amazon Pay,Returned,Washington,DC,United States,SELL01198
ORD0087933,26-09-2020,CUST026123,Sneha Reddy,P00004,USB-C Charger,Home & Kitchen,BrightLux,4,252.05,0.1,72.59,14.26,994.23,Credit Card,Returned,Houston,TX,United States,SELL00266
ORD0087954,25-04-2020,CUST045067,Priya Sharma,P00033,Puzzle 1000pc,Clothing,CoreTech,1,146.63,0,7.33,9.83,163.79,UPI,Returned,San Jose,CA,United States,SELL00302
ORD0087990,18-03-2024,CUST006497,Sunita Joshi,P00030,Dress Shirt,Sports & Outdoors,ReadMore,2,212.36,0.05,20.17,5.58,429.23,Amazon Pay,Returned,San Antonio,TX,United States,SELL01222
ORD0087992,07-07-2020,CUST048731,Anjali Patel,P00027,Winter Jacket,Toys & Games,CoreTech,4,307.04,0,98.25,12.93,1339.34,Amazon Pay,Returned,Phoenix,AZ,United States,SELL00449
ORD0088085,24-03-2020,CUST044602,Aditya Gupta,P00040,Microphone,Books,UrbanStyle,1,484.05,0.1,21.78,9.92,467.35,UPI,Returned,New York,NY,India,SELL00239
ORD0088103,12-07-2023,CUST020039,Arjun Kumar,P00008,4K Monitor,Clothing,FitLife,5,380.48,0,152.19,0.86,2055.45,Amazon Pay,Returned,Dallas,TX,United States,SELL01792
ORD0088111,23-07-2024,CUST015812,Priya Singh,P00043,HDMI Cable 2m,Sports & Outdoors,CoreTech,3,437.5,0.05,224.44,10.27,1481.58,UPI,Returned,Jacksonville,FL,United Kingdom,SELL00612
ORD0088151,27-08-2020,CUST017169,Aman Patel,P00026,Sunglasses,Home & Kitchen,ReadMore,5,7.03,0.15,3.59,2.44,35.91,Credit Card,Returned,Jacksonville,FL,Australia,SELL01222
ORD0088153,26-01-2020,CUST032481,Sneha Reddy,P00024,Yoga Mat,Home & Kitchen,ReadMore,2,472.47,0.15,96.38,8,907.58,UPI,Returned,San Francisco,CA,United States,SELL00406
ORD0088162,17-05-2023,CUST014866,Vivaan Singh,P00045,Phone Tripod,Sports & Outdoors,UrbanStyle,4,282.96,0,56.59,8.76,1197.19,Amazon Pay,Returned,Washington,DC,United States,SELL00050
ORD0088202,14-08-2020,CUST045502,Vikas Mehta,P00017,Electric Kettle,Sports & Outdoors,FitLife,5,55.12,0,22.05,1.53,299.18,Amazon Pay,Returned,Houston,TX,United States,SELL01279
ORD0088203,10-05-2024,CUST008002,Sunita Singh,P00013,Action Camera,Electronics,Apex,3,599.03,0.2,115.01,2.67,1555.35,Credit Card,Returned,San Diego,CA,United States,SELL01319
ORD0088224,21-03-2024,CUST048983,Aman Patel,P00031,Kids Toy Car,Toys & Games,BrightLux,4,417.27,0.05,79.28,3.3,1668.21,Debit Card,Returned,New York,NY,India,SELL00973
ORD0088255,10-05-2022,CUST000160,Vihaan Patel,P00047,Memory Card 128GB,Home & Kitchen,BrightLux,4,24.09,0,7.71,1.31,105.38,Credit Card,Returned,Seattle,WA,United States,SELL00811
ORD0088308,30-10-2020,CUST003735,Simran Joshi,P00023,Cookware Set,Electronics,ReadMore,4,50.12,0,0,6.4,206.88,Credit Card,Returned,Chicago,IL,United States,SELL01578
ORD0088374,22-08-2024,CUST010628,Vihaan Patel,P00046,Car Charger,Electronics,UrbanStyle,2,523.18,0.1,169.51,9.03,1120.26,UPI,Returned,New York,NY,United States,SELL00674
ORD0088384,10-10-2023,CUST039395,Karan Reddy,P00040,Microphone,Books,Apex,3,590.39,0,88.56,5.85,1865.58,Credit Card,Returned,San Francisco,CA,United States,SELL01935
ORD0088457,25-12-2020,CUST033049,Pooja Joshi,P00006,Gaming Mouse,Electronics,CoreTech,1,33.02,0,0,0.91,33.93,UPI,Returned,Chicago,IL,India,SELL01278
ORD0088471,12-12-2021,CUST026168,Vivaan Joshi,P00041,Webcam Full HD,Clothing,ReadMore,1,518.71,0,62.25,5.25,586.21,Amazon Pay,Returned,Seattle,WA,India,SELL01307
ORD0088472,21-12-2024,CUST012384,Karan Joshi,P00007,Mechanical Keyboard,Clothing,FitLife,5,459.64,0.05,109.16,1.89,2294.34,UPI,Returned,Seattle,WA,United States,SELL00991
ORD0088516,01-12-2020,CUST045060,Sunita Verma,P00008,4K Monitor,Toys & Games,Zenith,2,62.5,0.05,14.25,9.69,142.69,Credit Card,Returned,Philadelphia,PA,United States,SELL01038
ORD0088530,20-08-2022,CUST021633,Vikas Joshi,P00037,Router,Clothing,HomeEase,2,405.33,0.25,48.64,8.36,665,Debit Card,Returned,Denver,CO,United States,SELL00591
ORD0088573,17-04-2020,CUST012740,Aman Verma,P00041,Webcam Full HD,Electronics,BrightLux,1,480.92,0,24.05,4.12,509.09,Net Banking,Returned,Fort Worth,TX,United States,SELL01019
ORD0088614,27-06-2022,CUST015995,Simran Gupta,P00023,Cookware Set,Electronics,ReadMore,1,297.58,0.15,12.65,1.75,267.34,Debit Card,Returned,Houston,TX,United States,SELL00810
ORD0088636,16-07-2022,CUST019172,Mohit Gupta,P00041,Webcam Full HD,Clothing,Apex,3,137.5,0.1,66.82,9.31,447.38,Debit Card,Returned,Washington,DC,United States,SELL01696
ORD0088646,10-04-2021,CUST018332,Sahil Patel,P00030,Dress Shirt,Books,KiddoFun,4,495.85,0.05,339.16,3.58,2226.97,UPI,Returned,Austin,TX,United States,SELL01671
ORD0088661,18-01-2022,CUST048953,Rohit Gupta,P00017,Electric Kettle,Home & Kitchen,Apex,2,23.13,0.1,3.33,1.81,46.77,Credit Card,Returned,Austin,TX,United States,SELL01763
ORD0088745,31-05-2022,CUST003613,Arjun Verma,P00028,Jeans,Toys & Games,HomeEase,5,69.55,0.1,15.65,5.84,334.46,Amazon Pay,Returned,Indianapolis,IN,United States,SELL00933
ORD0088784,05-04-2023,CUST046511,Vikas Joshi,P00024,Yoga Mat,Clothing,Zenith,5,231.09,0,138.65,5.96,1300.06,Amazon Pay,Returned,San Antonio,TX,United States,SELL01699
ORD0088808,29-11-2020,CUST020042,Mohit Mehta,P00014,Drone Mini,Electronics,KiddoFun,1,79.07,0.1,5.69,2.48,79.33,Debit Card,Returned,Denver,CO,United States,SELL01159
ORD0088829,24-10-2020,CUST020994,Vikas Gupta,P00037,Router,Toys & Games,HomeEase,2,578.06,0,57.81,13.2,1227.13,Net Banking,Returned,San Diego,CA,United States,SELL01299
ORD0088848,10-02-2023,CUST025789,Kabir Patel,P00007,Mechanical Keyboard,Sports & Outdoors,HomeEase,2,155.04,0.15,31.63,4.64,299.84,Credit Card,Returned,Seattle,WA,United States,SELL00470
ORD0088856,14-07-2022,CUST024154,Aarav Singh,P00050,Novel Bestseller,Sports & Outdoors,KiddoFun,2,18.08,0,1.81,6.81,44.78,Credit Card,Returned,Houston,TX,United States,SELL01700
ORD0088910,28-01-2022,CUST039132,Priya Reddy,P00034,Desk Organizer,Toys & Games,CoreTech,1,195.81,0.25,11.75,12.11,170.72,Debit Card,Returned,Phoenix,AZ,India,SELL01575
ORD0088919,08-06-2023,CUST008432,Sahil Mehta,P00014,Drone Mini,Electronics,ReadMore,1,574.56,0.25,21.55,2.86,455.33,Amazon Pay,Returned,San Jose,CA,United States,SELL01019
ORD0088940,23-08-2022,CUST006347,Karan Kumar,P00001,Wireless Earbuds,Home & Kitchen,BrightLux,4,492.23,0.1,141.76,4.04,1917.83,Credit Card,Returned,Chicago,IL,United States,SELL00119
ORD0088941,10-10-2020,CUST018709,Sunita Joshi,P00041,Webcam Full HD,Sports & Outdoors,NexPro,1,100.2,0,12.02,11.33,123.55,Credit Card,Returned,Houston,TX,United States,SELL00367
ORD0088944,26-04-2021,CUST005345,Neha Gupta,P00005,Laptop Sleeve,Books,BrightLux,2,69.73,0.1,6.28,5.72,137.51,Net Banking,Returned,San Diego,CA,United States,SELL01567
ORD0088960,20-11-2024,CUST041810,Sneha Gupta,P00001,Wireless Earbuds,Books,HomeEase,1,157.53,0.25,5.91,4.94,129,Credit Card,Returned,Jacksonville,FL,Australia,SELL00867
ORD0088985,17-03-2022,CUST025310,Karan Mehta,P00029,T-Shirt,Books,KiddoFun,2,159,0.15,13.52,2.39,286.21,Credit Card,Returned,Philadelphia,PA,United States,SELL00279
ORD0088987,29-10-2021,CUST034761,Aarav Joshi,P00049,Children's Book,Home & Kitchen,BrightLux,4,129.41,0,0,13.01,530.65,Net Banking,Returned,Dallas,TX,India,SELL01534
ORD0089003,25-04-2024,CUST014661,Neha Kumar,P00050,Novel Bestseller,Clothing,CoreTech,3,565.24,0.15,72.07,5.5,1518.93,Debit Card,Returned,Los Angeles,CA,United States,SELL01818
ORD0089034,10-10-2020,CUST008702,Rohit Joshi,P00001,Wireless Earbuds,Books,Apex,1,451.37,0.15,46.04,12.94,442.64,Credit Card,Returned,Los Angeles,CA,United States,SELL01179
ORD0089039,05-05-2024,CUST048101,Arjun Patel,P00021,Backpack,Toys & Games,KiddoFun,5,368.73,0,331.86,14.88,2190.39,Credit Card,Returned,Indianapolis,IN,United States,SELL00691
ORD0089043,14-01-2022,CUST005158,Vivaan Kumar,P00038,External HDD 2TB,Toys & Games,KiddoFun,4,67.34,0.2,25.86,3.95,245.3,Credit Card,Returned,Jacksonville,FL,United States,SELL00918
ORD0089064,22-01-2023,CUST007603,Aarav Verma,P00031,Kids Toy Car,Clothing,Apex,3,10.52,0.1,3.41,2.95,34.76,Credit Card,Returned,Jacksonville,FL,United States,SELL00917
ORD0089083,23-07-2023,CUST037102,Rohit Mehta,P00033,Puzzle 1000pc,Home & Kitchen,HomeEase,2,134.52,0.15,27.44,6.03,262.15,Net Banking,Returned,Washington,DC,United States,SELL01096
ORD0089136,25-10-2020,CUST001331,Kabir Mehta,P00024,Yoga Mat,Home & Kitchen,ReadMore,1,211.88,0.05,16.1,0.79,218.18,Credit Card,Returned,Chicago,IL,United States,SELL01617
ORD0089164,03-12-2022,CUST012315,Vihaan Singh,P00007,Mechanical Keyboard,Toys & Games,Zenith,1,14.28,0.3,0.8,4.54,15.34,UPI,Returned,Philadelphia,PA,Australia,SELL01637
ORD0089171,16-10-2024,CUST013076,Pooja Mehta,P00022,Water Bottle,Home & Kitchen,FitLife,3,423.9,0.05,144.97,14.13,1367.22,Debit Card,Returned,San Jose,CA,India,SELL00597
ORD0089180,30-04-2021,CUST034773,Aarav Verma,P00009,Portable SSD 1TB,Home & Kitchen,NexPro,4,187.24,0.25,28.09,11.57,601.38,Net Banking,Returned,Jacksonville,FL,United Kingdom,SELL01966
